영상번호,장면명,갈래,단어,레벨,원래레벨,보정
S1-098,임신부의 휴식 정원,몸과 마음의 상태,weak,레벨1,레벨1,
S1-098,임신부의 휴식 정원,몸과 마음의 상태,wound,레벨2,레벨2,
S1-099,바람이 만든 연쇄,일의 결과,affect,레벨2,레벨2,
S1-099,바람이 만든 연쇄,일의 결과,cause,레벨2,레벨1,O
S1-099,바람이 만든 연쇄,일의 결과,effect,레벨2,레벨1,O
S1-099,바람이 만든 연쇄,일의 결과,factor,레벨2,레벨2,
S1-099,바람이 만든 연쇄,일의 결과,result,레벨2,레벨1,O
S1-100,탐사선의 임무,일의 결과,achieve,레벨2,레벨1,O
S1-100,탐사선의 임무,일의 결과,expect,레벨2,레벨1,O
S1-100,탐사선의 임무,일의 결과,function,레벨2,레벨1,O
S1-100,탐사선의 임무,일의 결과,happen,레벨1,레벨1,
S1-100,탐사선의 임무,일의 결과,intend,레벨2,레벨2,
S1-100,탐사선의 임무,일의 결과,intent,레벨2,레벨2,
S1-100,탐사선의 임무,일의 결과,mission,레벨2,레벨2,
S1-100,탐사선의 임무,일의 결과,purpose,레벨2,레벨1,O
S1-100,탐사선의 임무,일의 결과,rocket,레벨1,레벨2,O
S1-101,씨앗 실험의 성패,일의 결과,emphasize,레벨2,레벨2,
S1-101,씨앗 실험의 성패,일의 결과,influence,레벨2,레벨1,O
S1-101,씨앗 실험의 성패,일의 결과,matter,레벨1,레벨1,
S1-101,씨앗 실험의 성패,일의 결과,occur,레벨2,레벨2,
S1-101,씨앗 실험의 성패,일의 결과,potential,레벨2,레벨2,
S1-101,씨앗 실험의 성패,일의 결과,role,레벨2,레벨1,O
S1-101,씨앗 실험의 성패,일의 결과,succeed,레벨2,레벨1,O
S1-101,씨앗 실험의 성패,일의 결과,success,레벨2,레벨1,O
S1-101,씨앗 실험의 성패,일의 결과,view,레벨2,레벨1,O
S1-102,숨은 벽화의 발견,드러남과 감춤,detail,레벨2,레벨1,O
S1-102,숨은 벽화의 발견,드러남과 감춤,display,레벨2,레벨1,O
S1-102,숨은 벽화의 발견,드러남과 감춤,emotion,레벨2,레벨2,
S1-102,숨은 벽화의 발견,드러남과 감춤,expose,레벨2,레벨2,
S1-102,숨은 벽화의 발견,드러남과 감춤,feature,레벨2,레벨1,O
S1-102,숨은 벽화의 발견,드러남과 감춤,hide,레벨1,레벨1,
S1-102,숨은 벽화의 발견,드러남과 감춤,illustrate,레벨2,레벨2,
S1-102,숨은 벽화의 발견,드러남과 감춤,mark,레벨2,레벨1,O
S1-103,증기배관의 누출 표시,드러남과 감춤,demonstrate,레벨2,레벨2,
S1-103,증기배관의 누출 표시,드러남과 감춤,indicate,레벨2,레벨1,O
S1-103,증기배관의 누출 표시,드러남과 감춤,secret,레벨2,레벨1,O
S1-103,증기배관의 누출 표시,드러남과 감춤,seem,레벨2,레벨1,O
S1-103,증기배관의 누출 표시,드러남과 감춤,whistle,레벨2,레벨2,
S1-104,광장 악단의 집합과 해산,모임과 흩어짐,band,레벨1,레벨1,
S1-104,광장 악단의 집합과 해산,모임과 흩어짐,bunch,레벨2,레벨2,
S1-104,광장 악단의 집합과 해산,모임과 흩어짐,gather,레벨2,레벨1,O
S1-104,광장 악단의 집합과 해산,모임과 흩어짐,release,레벨2,레벨1,O
S1-104,광장 악단의 집합과 해산,모임과 흩어짐,unite,레벨2,레벨2,
S1-104,광장 악단의 집합과 해산,모임과 흩어짐,parade,레벨2,레벨2,
S1-105,전통시장과 현대상점,세상 물정,background,레벨2,레벨1,O
S1-105,전통시장과 현대상점,세상 물정,circumstance,레벨2,레벨2,
S1-105,전통시장과 현대상점,세상 물정,domestic,레벨2,레벨2,
S1-105,전통시장과 현대상점,세상 물정,fashion,레벨2,레벨1,O
S1-105,전통시장과 현대상점,세상 물정,foreign,레벨2,레벨1,O
S1-105,전통시장과 현대상점,세상 물정,modern,레벨2,레벨1,O
S1-105,전통시장과 현대상점,세상 물정,ordinary,레벨2,레벨2,
S1-105,전통시장과 현대상점,세상 물정,popular,레벨2,레벨1,O
S1-105,전통시장과 현대상점,세상 물정,tradition,레벨2,레벨1,O
S1-106,도시 운영 모형,세상 물정,obvious,레벨2,레벨2,
S1-106,도시 운영 모형,세상 물정,situate,레벨2,레벨2,
S1-106,도시 운영 모형,세상 물정,social,레벨2,레벨1,O
S1-106,도시 운영 모형,세상 물정,stage,레벨2,레벨1,O
S1-106,도시 운영 모형,세상 물정,state,레벨2,레벨1,O
S1-106,도시 운영 모형,세상 물정,structure,레벨2,레벨1,O
S1-106,도시 운영 모형,세상 물정,system,레벨2,레벨1,O
S1-106,도시 운영 모형,세상 물정,version,레벨2,레벨2,
S1-107,항구의 소리 지도,소리와 음악,bang,레벨2,레벨2,
S1-107,항구의 소리 지도,소리와 음악,boom,레벨2,레벨2,
S1-107,항구의 소리 지도,소리와 음악,concert,레벨2,레벨1,O
S1-107,항구의 소리 지도,소리와 음악,loud,레벨1,레벨2,O
S1-107,항구의 소리 지도,소리와 음악,noise,레벨1,레벨1,
S1-107,항구의 소리 지도,소리와 음악,pop,레벨2,레벨1,O
S1-107,항구의 소리 지도,소리와 음악,sign,레벨1,레벨1,
S1-107,항구의 소리 지도,소리와 음악,tone,레벨2,레벨1,O
S1-107,항구의 소리 지도,소리와 음악,tune,레벨2,레벨1,O
S1-108,골프 리그 결승,운동과 겨루기,champion,레벨2,레벨2,
S1-108,골프 리그 결승,운동과 겨루기,contest,레벨2,레벨1,O
S1-108,골프 리그 결승,운동과 겨루기,golf,레벨2,레벨1,O
S1-108,골프 리그 결승,운동과 겨루기,league,레벨2,레벨2,
S1-108,골프 리그 결승,운동과 겨루기,physical,레벨2,레벨1,O
S1-109,왕궁 대관식 홀,성과 왕궁,cast,레벨2,레벨2,
S1-109,왕궁 대관식 홀,성과 왕궁,castle,레벨2,레벨1,O
S1-109,왕궁 대관식 홀,성과 왕궁,crown,레벨2,레벨1,O
S1-109,왕궁 대관식 홀,성과 왕궁,presence,레벨2,레벨2,
S1-109,왕궁 대관식 홀,성과 왕궁,purple,레벨2,레벨1,O
S1-109,왕궁 대관식 홀,성과 왕궁,royal,레벨2,레벨1,O
S1-110,동물구조 자원봉사자,사람 성격,character,레벨2,레벨1,O
S1-110,동물구조 자원봉사자,사람 성격,charm,레벨2,레벨2,
S1-110,동물구조 자원봉사자,사람 성격,cute,레벨1,레벨1,
S1-110,동물구조 자원봉사자,사람 성격,gentle,레벨1,레벨1,
S1-110,동물구조 자원봉사자,사람 성격,secure,레벨2,레벨2,
S1-110,동물구조 자원봉사자,사람 성격,teenage,레벨2,레벨1,O
S1-111,졸업사진 준비,사람 성격,handsome,레벨1,레벨1,
S1-111,졸업사진 준비,사람 성격,polite,레벨2,레벨1,O
S1-111,졸업사진 준비,사람 성격,serious,레벨2,레벨2,
S1-111,졸업사진 준비,사람 성격,confident,레벨1,레벨2,O
S1-111,졸업사진 준비,사람 성격,smart,레벨2,레벨1,O
S1-111,졸업사진 준비,사람 성격,wise,레벨2,레벨1,O
S1-112,교차로 사고 예방,사고와 위험,accident,레벨2,레벨1,O
S1-112,교차로 사고 예방,사고와 위험,alarm,레벨2,레벨1,O
S1-112,교차로 사고 예방,사고와 위험,ambulance,레벨2,레벨2,
S1-112,교차로 사고 예방,사고와 위험,avoid,레벨2,레벨1,O
S1-112,교차로 사고 예방,사고와 위험,crisis,레벨2,레벨2,
S1-112,교차로 사고 예방,사고와 위험,prevent,레벨2,레벨1,O
S1-113,화산 관측 브리핑,알리고 밝히기,accent,레벨2,레벨2,
S1-113,화산 관측 브리핑,알리고 밝히기,admit,레벨2,레벨1,O
S1-113,화산 관측 브리핑,알리고 밝히기,announce,레벨2,레벨2,
S1-113,화산 관측 브리핑,알리고 밝히기,describe,레벨2,레벨1,O
S1-113,화산 관측 브리핑,알리고 밝히기,explain,레벨2,레벨1,O
S1-113,화산 관측 브리핑,알리고 밝히기,frankly,레벨2,레벨2,
S1-113,화산 관측 브리핑,알리고 밝히기,inform,레벨2,레벨2,
S1-113,화산 관측 브리핑,알리고 밝히기,report,레벨2,레벨1,O
S1-114,유물 발견 보고,알리고 밝히기,comment,레벨2,레벨2,
S1-114,유물 발견 보고,알리고 밝히기,express,레벨2,레벨1,O
S1-114,유물 발견 보고,알리고 밝히기,mention,레벨2,레벨1,O
S1-114,유물 발견 보고,알리고 밝히기,pronounce,레벨2,레벨1,O
S1-114,유물 발견 보고,알리고 밝히기,quote,레벨2,레벨2,
S1-114,유물 발견 보고,알리고 밝히기,refer,레벨2,레벨1,O
S1-114,유물 발견 보고,알리고 밝히기,remark,레벨2,레벨2,
S1-114,유물 발견 보고,알리고 밝히기,represent,레벨2,레벨1,O
S1-115,두 설계안의 공개토론,따지고 다투기,argue,레벨2,레벨1,O
S1-115,두 설계안의 공개토론,따지고 다투기,claim,레벨2,레벨1,O
S1-115,두 설계안의 공개토론,따지고 다투기,complain,레벨2,레벨1,O
S1-115,두 설계안의 공개토론,따지고 다투기,convince,레벨2,레벨2,
S1-115,두 설계안의 공개토론,따지고 다투기,debate,레벨2,레벨1,O
S1-115,두 설계안의 공개토론,따지고 다투기,deny,레벨2,레벨2,
S1-115,두 설계안의 공개토론,따지고 다투기,insist,레벨2,레벨2,
S1-116,산길 구조 요청,묻고 부탁하기,advice,레벨2,레벨1,O
S1-116,산길 구조 요청,묻고 부탁하기,advise,레벨2,레벨1,O
S1-116,산길 구조 요청,묻고 부탁하기,beg,레벨2,레벨1,O
S1-116,산길 구조 요청,묻고 부탁하기,command,레벨2,레벨2,
S1-116,산길 구조 요청,묻고 부탁하기,hint,레벨2,레벨2,
S1-116,산길 구조 요청,묻고 부탁하기,request,레벨2,레벨1,O
S1-116,산길 구조 요청,묻고 부탁하기,require,레벨2,레벨2,
S1-117,공방의 정중한 제안,묻고 부탁하기,excuse,레벨1,레벨1,
S1-117,공방의 정중한 제안,묻고 부탁하기,greet,레벨2,레벨1,O
S1-117,공방의 정중한 제안,묻고 부탁하기,pardon,레벨1,레벨1,
S1-117,공방의 정중한 제안,묻고 부탁하기,promise,레벨2,레벨1,O
S1-117,공방의 정중한 제안,묻고 부탁하기,propose,레벨2,레벨2,
S1-117,공방의 정중한 제안,묻고 부탁하기,recommend,레벨2,레벨2,
S1-117,공방의 정중한 제안,묻고 부탁하기,respond,레벨2,레벨2,
S1-117,공방의 정중한 제안,묻고 부탁하기,suggest,레벨2,레벨1,O
S1-118,폭풍 속 무전 지시,소리내어 말하기,aloud,레벨2,레벨2,
S1-118,폭풍 속 무전 지시,소리내어 말하기,chat,레벨2,레벨1,O
S1-118,폭풍 속 무전 지시,소리내어 말하기,communicate,레벨2,레벨1,O
S1-118,폭풍 속 무전 지시,소리내어 말하기,instruct,레벨2,레벨2,
S1-118,폭풍 속 무전 지시,소리내어 말하기,interrupt,레벨2,레벨2,
S1-118,폭풍 속 무전 지시,소리내어 말하기,joke,레벨2,레벨1,O
S1-118,폭풍 속 무전 지시,소리내어 말하기,message,레벨2,레벨1,O
S1-118,폭풍 속 무전 지시,소리내어 말하기,pretend,레벨2,레벨1,O
S1-118,폭풍 속 무전 지시,소리내어 말하기,tip,레벨2,레벨1,O
S1-118,폭풍 속 무전 지시,소리내어 말하기,whisper,레벨2,레벨2,
S1-119,마을 이야기 무대,소리내어 말하기,appeal,레벨2,레벨2,
S1-119,마을 이야기 무대,소리내어 말하기,converse,레벨2,레벨2,
S1-119,마을 이야기 무대,소리내어 말하기,pray,레벨2,레벨1,O
S1-119,마을 이야기 무대,소리내어 말하기,reply,레벨2,레벨1,O
S1-119,마을 이야기 무대,소리내어 말하기,scream,레벨2,레벨1,O
S1-119,마을 이야기 무대,소리내어 말하기,sentence,레벨2,레벨1,O
S1-119,마을 이야기 무대,소리내어 말하기,shout,레벨1,레벨1,
S1-119,마을 이야기 무대,소리내어 말하기,speech,레벨2,레벨1,O
S1-119,마을 이야기 무대,소리내어 말하기,tale,레벨2,레벨2,
S1-119,마을 이야기 무대,소리내어 말하기,yell,레벨2,레벨2,
S1-120,갈림길의 두 선택,이음말,despite,레벨2,레벨2,
S1-120,갈림길의 두 선택,이음말,either,레벨2,레벨1,O
S1-120,갈림길의 두 선택,이음말,even,레벨2,레벨1,O
S1-120,갈림길의 두 선택,이음말,except,레벨2,레벨1,O
S1-120,갈림길의 두 선택,이음말,moreover,레벨2,레벨2,
S1-120,갈림길의 두 선택,이음말,neither,레벨2,레벨2,
S1-120,갈림길의 두 선택,이음말,whole,레벨2,레벨1,O
S1-121,실패 뒤의 대안,이음말,instead,레벨2,레벨1,O
S1-121,실패 뒤의 대안,이음말,let,레벨1,레벨1,
S1-121,실패 뒤의 대안,이음말,nor,레벨2,레벨2,
S1-121,실패 뒤의 대안,이음말,otherwise,레벨2,레벨2,
S1-121,실패 뒤의 대안,이음말,ought,레벨2,레벨2,
S1-121,실패 뒤의 대안,이음말,rather,레벨2,레벨1,O
S1-121,실패 뒤의 대안,이음말,shall,레벨1,레벨1,
S1-122,원인과 결론의 도미노,이음말,altogether,레벨2,레벨2,
S1-122,원인과 결론의 도미노,이음말,overall,레벨2,레벨2,
S1-122,원인과 결론의 도미노,이음말,then,레벨1,레벨1,
S1-122,원인과 결론의 도미노,이음말,therefore,레벨2,레벨1,O
S1-122,원인과 결론의 도미노,이음말,though,레벨2,레벨1,O
S1-122,원인과 결론의 도미노,이음말,thus,레벨2,레벨2,
S1-122,원인과 결론의 도미노,이음말,would,레벨2,레벨1,O
S1-123,기록보관소 접근등급,정도와 범위말,access,레벨2,레벨2,
S1-123,기록보관소 접근등급,정도와 범위말,account,레벨2,레벨1,O
S1-123,기록보관소 접근등급,정도와 범위말,affair,레벨2,레벨1,O
S1-123,기록보관소 접근등급,정도와 범위말,basis,레벨2,레벨2,
S1-123,기록보관소 접근등급,정도와 범위말,brief,레벨2,레벨2,
S1-123,기록보관소 접근등급,정도와 범위말,each,레벨2,레벨1,O
S1-123,기록보관소 접근등급,정도와 범위말,exact,레벨2,레벨2,
S1-123,기록보관소 접근등급,정도와 범위말,item,레벨2,레벨1,O
S1-123,기록보관소 접근등급,정도와 범위말,section,레벨2,레벨1,O
S1-123,기록보관소 접근등급,정도와 범위말,session,레벨2,레벨2,
S1-124,식물 표본의 공통점,정도와 범위말,characteristic,레벨2,레벨2,
S1-124,식물 표본의 공통점,정도와 범위말,common,레벨2,레벨1,O
S1-124,식물 표본의 공통점,정도와 범위말,conscious,레벨2,레벨2,
S1-124,식물 표본의 공통점,정도와 범위말,content,레벨2,레벨2,
S1-124,식물 표본의 공통점,정도와 범위말,especial,레벨2,레벨2,
S1-124,식물 표본의 공통점,정도와 범위말,interest,레벨1,레벨1,
S1-124,식물 표본의 공통점,정도와 범위말,main,레벨2,레벨2,
S1-124,식물 표본의 공통점,정도와 범위말,paragraph,레벨2,레벨1,O
S1-124,식물 표본의 공통점,정도와 범위말,particular,레벨2,레벨2,
S1-124,식물 표본의 공통점,정도와 범위말,which,레벨1,레벨1,
S1-125,탐사구역 최종판정,정도와 범위말,final,레벨2,레벨1,O
S1-125,탐사구역 최종판정,정도와 범위말,general,레벨2,레벨2,
S1-125,탐사구역 최종판정,정도와 범위말,instance,레벨2,레벨2,
S1-125,탐사구역 최종판정,정도와 범위말,manner,레벨2,레벨1,O
S1-125,탐사구역 최종판정,정도와 범위말,maybe,레벨2,레벨1,O
S1-125,탐사구역 최종판정,정도와 범위말,mean,레벨2,레벨1,O
S1-125,탐사구역 최종판정,정도와 범위말,nowhere,레벨2,레벨2,
S1-125,탐사구역 최종판정,정도와 범위말,perhaps,레벨2,레벨1,O
S1-125,탐사구역 최종판정,정도와 범위말,possible,레벨2,레벨1,O
S1-126,여러 재료의 강도범위,정도와 범위말,else,레벨2,레벨1,O
S1-126,여러 재료의 강도범위,정도와 범위말,ever,레벨2,레벨1,O
S1-126,여러 재료의 강도범위,정도와 범위말,indeed,레벨2,레벨1,O
S1-126,여러 재료의 강도범위,정도와 범위말,other,레벨1,레벨1,
S1-126,여러 재료의 강도범위,정도와 범위말,plus,레벨2,레벨1,O
S1-126,여러 재료의 강도범위,정도와 범위말,probable,레벨2,레벨2,
S1-126,여러 재료의 강도범위,정도와 범위말,somewhat,레벨2,레벨2,
S1-126,여러 재료의 강도범위,정도와 범위말,such,레벨2,레벨1,O
S1-126,여러 재료의 강도범위,정도와 범위말,various,레벨2,레벨2,
S1-127,화물 묶기 작업,손으로 하는 것,grab,레벨2,레벨2,
S1-127,화물 묶기 작업,손으로 하는 것,lift,레벨2,레벨2,
S1-127,화물 묶기 작업,손으로 하는 것,load,레벨2,레벨1,O
S1-127,화물 묶기 작업,손으로 하는 것,pack,레벨2,레벨1,O
S1-127,화물 묶기 작업,손으로 하는 것,pull,레벨1,레벨1,
S1-127,화물 묶기 작업,손으로 하는 것,press,레벨2,레벨2,
S1-127,화물 묶기 작업,손으로 하는 것,tie,레벨1,레벨1,
S1-127,화물 묶기 작업,손으로 하는 것,twist,레벨2,레벨2,
S1-127,화물 묶기 작업,손으로 하는 것,wrap,레벨2,레벨2,
S1-128,작업대의 여러 손동작,손으로 하는 것,knock,레벨1,레벨1,
S1-128,작업대의 여러 손동작,손으로 하는 것,pitch,레벨2,레벨2,
S1-128,작업대의 여러 손동작,손으로 하는 것,punch,레벨2,레벨2,
S1-128,작업대의 여러 손동작,손으로 하는 것,rub,레벨2,레벨2,
S1-128,작업대의 여러 손동작,손으로 하는 것,scratch,레벨2,레벨2,
S1-128,작업대의 여러 손동작,손으로 하는 것,stir,레벨2,레벨2,
S1-128,작업대의 여러 손동작,손으로 하는 것,sweep,레벨2,레벨2,
S1-128,작업대의 여러 손동작,손으로 하는 것,throw,레벨1,레벨1,
S1-128,작업대의 여러 손동작,손으로 하는 것,wipe,레벨2,레벨2,
S1-129,빙판 구조 이동,몸 전체로 하는 것,bite,레벨2,레벨1,O
S1-129,빙판 구조 이동,몸 전체로 하는 것,bounce,레벨2,레벨2,
S1-129,빙판 구조 이동,몸 전체로 하는 것,bump,레벨2,레벨2,
S1-129,빙판 구조 이동,몸 전체로 하는 것,crawl,레벨2,레벨2,
S1-129,빙판 구조 이동,몸 전체로 하는 것,drag,레벨2,레벨2,
S1-129,빙판 구조 이동,몸 전체로 하는 것,gesture,레벨2,레벨2,
S1-129,빙판 구조 이동,몸 전체로 하는 것,lay,레벨2,레벨2,
S1-129,빙판 구조 이동,몸 전체로 하는 것,lean,레벨2,레벨2,
S1-130,모래언덕 추격,몸 전체로 하는 것,bow,레벨2,레벨2,
S1-130,모래언덕 추격,몸 전체로 하는 것,chase,레벨2,레벨2,
S1-130,모래언덕 추격,몸 전체로 하는 것,dig,레벨2,레벨1,O
S1-130,모래언덕 추격,몸 전체로 하는 것,hug,레벨2,레벨1,O
S1-130,모래언덕 추격,몸 전체로 하는 것,motion,레벨2,레벨2,
S1-130,모래언덕 추격,몸 전체로 하는 것,raise,레벨2,레벨1,O
S1-130,모래언덕 추격,몸 전체로 하는 것,rush,레벨2,레벨1,O
S1-130,모래언덕 추격,몸 전체로 하는 것,shoot,레벨1,레벨1,
S1-131,체조 회전 연습,몸 전체로 하는 것,roll,레벨1,레벨1,
S1-131,체조 회전 연습,몸 전체로 하는 것,shake,레벨2,레벨1,O
S1-131,체조 회전 연습,몸 전체로 하는 것,slide,레벨1,레벨1,
S1-131,체조 회전 연습,몸 전체로 하는 것,slip,레벨2,레벨2,
S1-131,체조 회전 연습,몸 전체로 하는 것,spin,레벨2,레벨2,
S1-131,체조 회전 연습,몸 전체로 하는 것,step,레벨1,레벨1,
S1-131,체조 회전 연습,몸 전체로 하는 것,stretch,레벨2,레벨2,
S1-131,체조 회전 연습,몸 전체로 하는 것,swing,레벨1,레벨2,O
S1-132,계절 관측 돔,하늘과 날씨,atmosphere,레벨2,레벨2,
S1-132,계절 관측 돔,하늘과 날씨,blow,레벨1,레벨1,
S1-132,계절 관측 돔,하늘과 날씨,climate,레벨2,레벨2,
S1-132,계절 관측 돔,하늘과 날씨,fog,레벨2,레벨1,O
S1-132,계절 관측 돔,하늘과 날씨,freeze,레벨2,레벨1,O
S1-132,계절 관측 돔,하늘과 날씨,melt,레벨2,레벨2,
S1-132,계절 관측 돔,하늘과 날씨,steam,레벨1,레벨2,O
S1-132,계절 관측 돔,하늘과 날씨,storm,레벨1,레벨1,
S1-132,계절 관측 돔,하늘과 날씨,temperature,레벨2,레벨1,O
S1-132,계절 관측 돔,하늘과 날씨,heaven,레벨2,레벨2,
S1-133,골짜기의 마을 지도,땅과 물길,county,레벨2,레벨2,
S1-133,골짜기의 마을 지도,땅과 물길,district,레벨2,레벨2,
S1-133,골짜기의 마을 지도,땅과 물길,region,레벨2,레벨2,
S1-133,골짜기의 마을 지도,땅과 물길,site,레벨2,레벨1,O
S1-133,골짜기의 마을 지도,땅과 물길,valley,레벨2,레벨1,O
S1-133,골짜기의 마을 지도,땅과 물길,pollute,레벨2,레벨1,O
S1-133b,비 갠 저녁의 관측 캠프,하늘과 날씨,flame,레벨2,레벨2,
S1-133b,비 갠 저녁의 관측 캠프,하늘과 날씨,smoke,레벨1,레벨1,
S1-133b,비 갠 저녁의 관측 캠프,하늘과 날씨,planet,레벨2,레벨1,O
S1-133b,비 갠 저녁의 관측 캠프,하늘과 날씨,rainbow,레벨1,레벨2,O
S1-133b,비 갠 저녁의 관측 캠프,하늘과 날씨,grace,레벨2,레벨1,O
S1-133b,비 갠 저녁의 관측 캠프,하늘과 날씨,chip,레벨2,레벨2,
S1-133b,비 갠 저녁의 관측 캠프,하늘과 날씨,species,레벨2,레벨2,
S1-134,씨앗 보관 정원,닫고 파묻기,bury,레벨2,레벨1,O
S1-134,씨앗 보관 정원,닫고 파묻기,shut,레벨1,레벨1,
S1-134,씨앗 보관 정원,닫고 파묻기,spread,레벨2,레벨1,O
S1-134,씨앗 보관 정원,닫고 파묻기,trap,레벨2,레벨1,O
S1-135,균형 식탁 저울,먹을 것,bean,레벨2,레벨1,O
S1-135,균형 식탁 저울,먹을 것,crisp,레벨2,레벨1,O
S1-135,균형 식탁 저울,먹을 것,diet,레벨2,레벨1,O
S1-135,균형 식탁 저울,먹을 것,honey,레벨2,레벨1,O
S1-135,균형 식탁 저울,먹을 것,hunger,레벨2,레벨2,
S1-135,균형 식탁 저울,먹을 것,lemon,레벨2,레벨1,O
S1-135,균형 식탁 저울,먹을 것,meal,레벨2,레벨1,O
S1-135,균형 식탁 저울,먹을 것,nut,레벨2,레벨2,
S1-135,균형 식탁 저울,먹을 것,pie,레벨2,레벨2,
S1-135,균형 식탁 저울,먹을 것,sour,레벨2,레벨2,
S1-136,시장 바구니의 맛,먹을 것,mushroom,레벨2,레벨1,O
S1-136,시장 바구니의 맛,먹을 것,pear,레벨1,레벨1,
S1-136,시장 바구니의 맛,먹을 것,pepper,레벨2,레벨1,O
S1-136,시장 바구니의 맛,먹을 것,pork,레벨2,레벨2,
S1-136,시장 바구니의 맛,먹을 것,powder,레벨2,레벨2,
S1-136,시장 바구니의 맛,먹을 것,rice,레벨1,레벨1,
S1-136,시장 바구니의 맛,먹을 것,snack,레벨2,레벨1,O
S1-136,시장 바구니의 맛,먹을 것,strawberry,레벨1,레벨2,O
S1-136,시장 바구니의 맛,먹을 것,sweet,레벨1,레벨1,
S1-137,아침 조리대,부엌과 조리,toast,레벨2,레벨1,O
S1-137,아침 조리대,부엌과 조리,boil,레벨2,레벨1,O
S1-137,아침 조리대,부엌과 조리,bowl,레벨1,레벨1,
S1-137,아침 조리대,부엌과 조리,chop,레벨2,레벨2,
S1-137,아침 조리대,부엌과 조리,dish,레벨1,레벨1,
S1-137,아침 조리대,부엌과 조리,fry,레벨2,레벨1,O
S1-137,아침 조리대,부엌과 조리,recipe,레벨2,레벨2,
S1-138,소스 혼합대,부엌과 조리,consume,레벨2,레벨2,
S1-138,소스 혼합대,부엌과 조리,grocery,레벨2,레벨1,O
S1-138,소스 혼합대,부엌과 조리,mix,레벨2,레벨1,O
S1-138,소스 혼합대,부엌과 조리,pour,레벨2,레벨1,O
S1-138,소스 혼합대,부엌과 조리,sauce,레벨2,레벨1,O
S1-138,소스 혼합대,부엌과 조리,menu,레벨2,레벨1,O
S1-138,소스 혼합대,부엌과 조리,bacon,레벨2,레벨2,
S1-138,소스 혼합대,부엌과 조리,bitter,레벨2,레벨2,
S1-138,소스 혼합대,부엌과 조리,melon,레벨1,레벨1,
S1-138,소스 혼합대,부엌과 조리,price,레벨2,레벨1,O
S1-139,닫히는 찻장,부엌과 조리,pot,레벨2,레벨2,
S1-139,닫히는 찻장,부엌과 조리,pan,레벨2,레벨1,O
S1-139,닫히는 찻장,부엌과 조리,plate,레벨2,레벨1,O
S1-139,닫히는 찻장,부엌과 조리,tea,레벨1,레벨1,
S1-139,닫히는 찻장,부엌과 조리,supper,레벨1,레벨1,
S1-139,닫히는 찻장,부엌과 조리,kettle,레벨1,레벨1,
S1-140,가계 저울,돈,budget,레벨2,레벨1,O
S1-140,가계 저울,돈,coin,레벨1,레벨1,
S1-140,가계 저울,돈,credit,레벨2,레벨1,O
S1-140,가계 저울,돈,estimate,레벨2,레벨2,
S1-140,가계 저울,돈,expense,레벨2,레벨2,
S1-140,가계 저울,돈,fee,레벨2,레벨1,O
S1-140,가계 저울,돈,finance,레벨2,레벨2,
S1-140,가계 저울,돈,earn,레벨2,레벨1,O
S1-140,가계 저울,돈,stamp,레벨1,레벨1,
S1-141,위험을 나누는 금고,돈,fund,레벨2,레벨2,
S1-141,위험을 나누는 금고,돈,income,레벨2,레벨2,
S1-141,위험을 나누는 금고,돈,insure,레벨2,레벨2,
S1-141,위험을 나누는 금고,돈,loan,레벨2,레벨2,
S1-141,위험을 나누는 금고,돈,loss,레벨2,레벨2,
S1-141,위험을 나누는 금고,돈,profit,레벨2,레벨2,
S1-141,위험을 나누는 금고,돈,afford,레벨2,레벨2,
S1-141,위험을 나누는 금고,돈,charge,레벨2,레벨2,
S1-141,위험을 나누는 금고,돈,debt,레벨2,레벨2,
S1-141,위험을 나누는 금고,돈,economy,레벨2,레벨2,
S1-142,노동의 몫,돈,salary,레벨2,레벨2,
S1-142,노동의 몫,돈,spend,레벨1,레벨1,
S1-142,노동의 몫,돈,tax,레벨2,레벨2,
S1-142,노동의 몫,돈,value,레벨2,레벨1,O
S1-142,노동의 몫,돈,wage,레벨2,레벨2,
S1-142,노동의 몫,돈,worth,레벨2,레벨2,
S1-142,노동의 몫,돈,advertise,레벨2,레벨2,
S1-143,약속의 시장 천칭,사고팔기,award,레벨2,레벨1,O
S1-143,약속의 시장 천칭,사고팔기,bet,레벨2,레벨2,
S1-143,약속의 시장 천칭,사고팔기,brand,레벨2,레벨1,O
S1-143,약속의 시장 천칭,사고팔기,commerce,레벨2,레벨2,
S1-143,약속의 시장 천칭,사고팔기,contract,레벨2,레벨2,
S1-143,약속의 시장 천칭,사고팔기,demand,레벨2,레벨2,
S1-143,약속의 시장 천칭,사고팔기,grant,레벨2,레벨2,
S1-143,약속의 시장 천칭,사고팔기,guarantee,레벨2,레벨2,
S1-143,약속의 시장 천칭,사고팔기,invest,레벨2,레벨2,
S1-144,창고 순환 시장,사고팔기,prize,레벨2,레벨2,
S1-144,창고 순환 시장,사고팔기,property,레벨2,레벨2,
S1-144,창고 순환 시장,사고팔기,purchase,레벨2,레벨2,
S1-144,창고 순환 시장,사고팔기,rent,레벨2,레벨1,O
S1-144,창고 순환 시장,사고팔기,sponsor,레벨2,레벨2,
S1-144,창고 순환 시장,사고팔기,stock,레벨2,레벨2,
S1-144,창고 순환 시장,사고팔기,supply,레벨2,레벨2,
S1-144,창고 순환 시장,사고팔기,trade,레벨2,레벨1,O
S1-144,창고 순환 시장,사고팔기,waste,레벨1,레벨2,O
